noun,condition,adjective,denotation,phrase
micro,abstract,fake,non-subsective,fake micro
bland,abstract,good,subsective,good bland
bland,abstract,recent,subsective,recent bland
bland,abstract,typical,subsective,typical bland
bland,abstract,new,subsective,new bland
bland,abstract,possible,non-subsective,possible bland
bland,abstract,potential,non-subsective,potential bland
bland,abstract,past,non-subsective,past bland
bland,abstract,fake,non-subsective,fake bland
tangent,abstract,good,subsective,good tangent
tangent,abstract,recent,subsective,recent tangent
tangent,abstract,typical,subsective,typical tangent
tangent,abstract,new,subsective,new tangent
tangent,abstract,possible,non-subsective,possible tangent
tangent,abstract,potential,non-subsective,potential tangent
tangent,abstract,past,non-subsective,past tangent
tangent,abstract,fake,non-subsective,fake tangent
plenty,abstract,good,subsective,good plenty
plenty,abstract,recent,subsective,recent plenty
plenty,abstract,typical,subsective,typical plenty
plenty,abstract,new,subsective,new plenty
plenty,abstract,possible,non-subsective,possible plenty
plenty,abstract,potential,non-subsective,potential plenty
plenty,abstract,past,non-subsective,past plenty
plenty,abstract,fake,non-subsective,fake plenty
slander,abstract,good,subsective,good slander
slander,abstract,recent,subsective,recent slander
slander,abstract,typical,subsective,typical slander
slander,abstract,new,subsective,new slander
slander,abstract,possible,non-subsective,possible slander
slander,abstract,potential,non-subsective,potential slander
slander,abstract,past,non-subsective,past slander
slander,abstract,fake,non-subsective,fake slander
hint,abstract,good,subsective,good hint
hint,abstract,recent,subsective,recent hint
hint,abstract,typical,subsective,typical hint
hint,abstract,new,subsective,new hint
hint,abstract,possible,non-subsective,possible hint
hint,abstract,potential,non-subsective,potential hint
hint,abstract,past,non-subsective,past hint
hint,abstract,fake,non-subsective,fake hint
regard,abstract,good,subsective,good regard
regard,abstract,recent,subsective,recent regard
regard,abstract,typical,subsective,typical regard
regard,abstract,new,subsective,new regard
regard,abstract,possible,non-subsective,possible regard
regard,abstract,potential,non-subsective,potential regard
regard,abstract,past,non-subsective,past regard
regard,abstract,fake,non-subsective,fake regard
greed,abstract,good,subsective,good greed
greed,abstract,recent,subsective,recent greed
greed,abstract,typical,subsective,typical greed
greed,abstract,new,subsective,new greed
greed,abstract,possible,non-subsective,possible greed
greed,abstract,potential,non-subsective,potential greed
greed,abstract,past,non-subsective,past greed
greed,abstract,fake,non-subsective,fake greed
fibber,abstract,good,subsective,good fibber
fibber,abstract,recent,subsective,recent fibber
fibber,abstract,typical,subsective,typical fibber
fibber,abstract,new,subsective,new fibber
fibber,abstract,possible,non-subsective,possible fibber
fibber,abstract,potential,non-subsective,potential fibber
fibber,abstract,past,non-subsective,past fibber
fibber,abstract,fake,non-subsective,fake fibber
truce,abstract,good,subsective,good truce
truce,abstract,recent,subsective,recent truce
truce,abstract,typical,subsective,typical truce
truce,abstract,new,subsective,new truce
truce,abstract,possible,non-subsective,possible truce
truce,abstract,potential,non-subsective,potential truce
truce,abstract,past,non-subsective,past truce
truce,abstract,fake,non-subsective,fake truce
bonding,abstract,good,subsective,good bonding
bonding,abstract,recent,subsective,recent bonding
bonding,abstract,typical,subsective,typical bonding
bonding,abstract,new,subsective,new bonding
bonding,abstract,possible,non-subsective,possible bonding
bonding,abstract,potential,non-subsective,potential bonding
bonding,abstract,past,non-subsective,past bonding
bonding,abstract,fake,non-subsective,fake bonding
abreast,abstract,good,subsective,good abreast
abreast,abstract,recent,subsective,recent abreast
abreast,abstract,typical,subsective,typical abreast
abreast,abstract,new,subsective,new abreast
abreast,abstract,possible,non-subsective,possible abreast
abreast,abstract,potential,non-subsective,potential abreast
abreast,abstract,past,non-subsective,past abreast
abreast,abstract,fake,non-subsective,fake abreast
sync,abstract,good,subsective,good sync
sync,abstract,recent,subsective,recent sync
sync,abstract,typical,subsective,typical sync
sync,abstract,new,subsective,new sync
sync,abstract,possible,non-subsective,possible sync
sync,abstract,potential,non-subsective,potential sync
sync,abstract,past,non-subsective,past sync
sync,abstract,fake,non-subsective,fake sync
queer,abstract,good,subsective,good queer
queer,abstract,recent,subsective,recent queer
queer,abstract,typical,subsective,typical queer
queer,abstract,new,subsective,new queer
queer,abstract,possible,non-subsective,possible queer
queer,abstract,potential,non-subsective,potential queer
queer,abstract,past,non-subsective,past queer
queer,abstract,fake,non-subsective,fake queer
splurge,abstract,good,subsective,good splurge
splurge,abstract,recent,subsective,recent splurge
splurge,abstract,typical,subsective,typical splurge
splurge,abstract,new,subsective,new splurge
splurge,abstract,possible,non-subsective,possible splurge
splurge,abstract,potential,non-subsective,potential splurge
splurge,abstract,past,non-subsective,past splurge
splurge,abstract,fake,non-subsective,fake splurge
letdown,abstract,good,subsective,good letdown
letdown,abstract,recent,subsective,recent letdown
letdown,abstract,typical,subsective,typical letdown
letdown,abstract,new,subsective,new letdown
letdown,abstract,possible,non-subsective,possible letdown
letdown,abstract,potential,non-subsective,potential letdown
letdown,abstract,past,non-subsective,past letdown
letdown,abstract,fake,non-subsective,fake letdown
upkeep,abstract,good,subsective,good upkeep
upkeep,abstract,recent,subsective,recent upkeep
upkeep,abstract,typical,subsective,typical upkeep
upkeep,abstract,new,subsective,new upkeep
upkeep,abstract,possible,non-subsective,possible upkeep
upkeep,abstract,potential,non-subsective,potential upkeep
upkeep,abstract,past,non-subsective,past upkeep
upkeep,abstract,fake,non-subsective,fake upkeep
pity,abstract,good,subsective,good pity
pity,abstract,recent,subsective,recent pity
pity,abstract,typical,subsective,typical pity
pity,abstract,new,subsective,new pity
pity,abstract,possible,non-subsective,possible pity
pity,abstract,potential,non-subsective,potential pity
pity,abstract,past,non-subsective,past pity
pity,abstract,fake,non-subsective,fake pity
snub,abstract,good,subsective,good snub
snub,abstract,recent,subsective,recent snub
snub,abstract,typical,subsective,typical snub
snub,abstract,new,subsective,new snub
snub,abstract,possible,non-subsective,possible snub
snub,abstract,potential,non-subsective,potential snub
snub,abstract,past,non-subsective,past snub
snub,abstract,fake,non-subsective,fake snub
urgency,abstract,good,subsective,good urgency
urgency,abstract,recent,subsective,recent urgency
urgency,abstract,typical,subsective,typical urgency
urgency,abstract,new,subsective,new urgency
urgency,abstract,possible,non-subsective,possible urgency
urgency,abstract,potential,non-subsective,potential urgency
urgency,abstract,past,non-subsective,past urgency
urgency,abstract,fake,non-subsective,fake urgency
soul,abstract,good,subsective,good soul
soul,abstract,recent,subsective,recent soul
soul,abstract,typical,subsective,typical soul
soul,abstract,new,subsective,new soul
soul,abstract,possible,non-subsective,possible soul
soul,abstract,potential,non-subsective,potential soul
soul,abstract,past,non-subsective,past soul
soul,abstract,fake,non-subsective,fake soul
anguish,abstract,good,subsective,good anguish
anguish,abstract,recent,subsective,recent anguish
anguish,abstract,typical,subsective,typical anguish
anguish,abstract,new,subsective,new anguish
anguish,abstract,possible,non-subsective,possible anguish
anguish,abstract,potential,non-subsective,potential anguish
anguish,abstract,past,non-subsective,past anguish
anguish,abstract,fake,non-subsective,fake anguish
piety,abstract,good,subsective,good piety
piety,abstract,recent,subsective,recent piety
piety,abstract,typical,subsective,typical piety
piety,abstract,new,subsective,new piety
piety,abstract,possible,non-subsective,possible piety
piety,abstract,potential,non-subsective,potential piety
piety,abstract,past,non-subsective,past piety
piety,abstract,fake,non-subsective,fake piety
levity,abstract,good,subsective,good levity
levity,abstract,recent,subsective,recent levity
levity,abstract,typical,subsective,typical levity
levity,abstract,new,subsective,new levity
levity,abstract,possible,non-subsective,possible levity
levity,abstract,potential,non-subsective,potential levity
levity,abstract,past,non-subsective,past levity
levity,abstract,fake,non-subsective,fake levity
angst,abstract,good,subsective,good angst
angst,abstract,recent,subsective,recent angst
angst,abstract,typical,subsective,typical angst
angst,abstract,new,subsective,new angst
angst,abstract,possible,non-subsective,possible angst
angst,abstract,potential,non-subsective,potential angst
angst,abstract,past,non-subsective,past angst
angst,abstract,fake,non-subsective,fake angst
prep,abstract,good,subsective,good prep
prep,abstract,recent,subsective,recent prep
prep,abstract,typical,subsective,typical prep
prep,abstract,new,subsective,new prep
prep,abstract,possible,non-subsective,possible prep
prep,abstract,potential,non-subsective,potential prep
prep,abstract,past,non-subsective,past prep
prep,abstract,fake,non-subsective,fake prep
privacy,abstract,good,subsective,good privacy
privacy,abstract,recent,subsective,recent privacy
privacy,abstract,typical,subsective,typical privacy
privacy,abstract,new,subsective,new privacy
privacy,abstract,possible,non-subsective,possible privacy
privacy,abstract,potential,non-subsective,potential privacy
privacy,abstract,past,non-subsective,past privacy
privacy,abstract,fake,non-subsective,fake privacy
goner,abstract,good,subsective,good goner
goner,abstract,recent,subsective,recent goner
goner,abstract,typical,subsective,typical goner
goner,abstract,new,subsective,new goner
goner,abstract,possible,non-subsective,possible goner
goner,abstract,potential,non-subsective,potential goner
goner,abstract,past,non-subsective,past goner
goner,abstract,fake,non-subsective,fake goner
egotism,abstract,good,subsective,good egotism
egotism,abstract,recent,subsective,recent egotism
egotism,abstract,typical,subsective,typical egotism
egotism,abstract,new,subsective,new egotism
egotism,abstract,possible,non-subsective,possible egotism
egotism,abstract,potential,non-subsective,potential egotism
egotism,abstract,past,non-subsective,past egotism
egotism,abstract,fake,non-subsective,fake egotism
inertia,abstract,good,subsective,good inertia
inertia,abstract,recent,subsective,recent inertia
inertia,abstract,typical,subsective,typical inertia
