noun,condition,adjective,phrase
skill,abstract,dubious,dubious skill
rating,abstract,good,good rating
rating,abstract,recent,recent rating
rating,abstract,typical,typical rating
rating,abstract,possible,possible rating
rating,abstract,alleged,alleged rating
rating,abstract,dubious,dubious rating
creed,abstract,good,good creed
creed,abstract,recent,recent creed
creed,abstract,typical,typical creed
creed,abstract,possible,possible creed
creed,abstract,alleged,alleged creed
creed,abstract,dubious,dubious creed
essence,abstract,good,good essence
essence,abstract,recent,recent essence
essence,abstract,typical,typical essence
essence,abstract,possible,possible essence
essence,abstract,alleged,alleged essence
essence,abstract,dubious,dubious essence
stigma,abstract,good,good stigma
stigma,abstract,recent,recent stigma
stigma,abstract,typical,typical stigma
stigma,abstract,possible,possible stigma
stigma,abstract,alleged,alleged stigma
stigma,abstract,dubious,dubious stigma
pronoun,abstract,good,good pronoun
pronoun,abstract,recent,recent pronoun
pronoun,abstract,typical,typical pronoun
pronoun,abstract,possible,possible pronoun
pronoun,abstract,alleged,alleged pronoun
pronoun,abstract,dubious,dubious pronoun
spunk,abstract,good,good spunk
spunk,abstract,recent,recent spunk
spunk,abstract,typical,typical spunk
spunk,abstract,possible,possible spunk
spunk,abstract,alleged,alleged spunk
spunk,abstract,dubious,dubious spunk
catchy,abstract,good,good catchy
catchy,abstract,recent,recent catchy
catchy,abstract,typical,typical catchy
catchy,abstract,possible,possible catchy
catchy,abstract,alleged,alleged catchy
catchy,abstract,dubious,dubious catchy
sin,abstract,good,good sin
sin,abstract,recent,recent sin
sin,abstract,typical,typical sin
sin,abstract,possible,possible sin
sin,abstract,alleged,alleged sin
sin,abstract,dubious,dubious sin
civics,abstract,good,good civics
civics,abstract,recent,recent civics
civics,abstract,typical,typical civics
civics,abstract,possible,possible civics
civics,abstract,alleged,alleged civics
civics,abstract,dubious,dubious civics
boo,abstract,good,good boo
boo,abstract,recent,recent boo
boo,abstract,typical,typical boo
boo,abstract,possible,possible boo
boo,abstract,alleged,alleged boo
boo,abstract,dubious,dubious boo
behalf,abstract,good,good behalf
behalf,abstract,recent,recent behalf
behalf,abstract,typical,typical behalf
behalf,abstract,possible,possible behalf
behalf,abstract,alleged,alleged behalf
behalf,abstract,dubious,dubious behalf
peeve,abstract,good,good peeve
peeve,abstract,recent,recent peeve
peeve,abstract,typical,typical peeve
peeve,abstract,possible,possible peeve
peeve,abstract,alleged,alleged peeve
peeve,abstract,dubious,dubious peeve
saver,abstract,good,good saver
saver,abstract,recent,recent saver
saver,abstract,typical,typical saver
saver,abstract,possible,possible saver
saver,abstract,alleged,alleged saver
saver,abstract,dubious,dubious saver
dilemma,abstract,good,good dilemma
dilemma,abstract,recent,recent dilemma
dilemma,abstract,typical,typical dilemma
dilemma,abstract,possible,possible dilemma
dilemma,abstract,alleged,alleged dilemma
dilemma,abstract,dubious,dubious dilemma
malign,abstract,good,good malign
malign,abstract,recent,recent malign
malign,abstract,typical,typical malign
malign,abstract,possible,possible malign
malign,abstract,alleged,alleged malign
malign,abstract,dubious,dubious malign
doom,abstract,good,good doom
doom,abstract,recent,recent doom
doom,abstract,typical,typical doom
doom,abstract,possible,possible doom
doom,abstract,alleged,alleged doom
doom,abstract,dubious,dubious doom
fame,abstract,good,good fame
fame,abstract,recent,recent fame
fame,abstract,typical,typical fame
fame,abstract,possible,possible fame
fame,abstract,alleged,alleged fame
fame,abstract,dubious,dubious fame
motto,abstract,good,good motto
motto,abstract,recent,recent motto
motto,abstract,typical,typical motto
motto,abstract,possible,possible motto
motto,abstract,alleged,alleged motto
motto,abstract,dubious,dubious motto
duty,abstract,good,good duty
duty,abstract,recent,recent duty
duty,abstract,typical,typical duty
duty,abstract,possible,possible duty
duty,abstract,alleged,alleged duty
duty,abstract,dubious,dubious duty
limit,abstract,good,good limit
limit,abstract,recent,recent limit
limit,abstract,typical,typical limit
limit,abstract,possible,possible limit
limit,abstract,alleged,alleged limit
limit,abstract,dubious,dubious limit
humbug,abstract,good,good humbug
humbug,abstract,recent,recent humbug
humbug,abstract,typical,typical humbug
humbug,abstract,possible,possible humbug
humbug,abstract,alleged,alleged humbug
humbug,abstract,dubious,dubious humbug
innate,abstract,good,good innate
innate,abstract,recent,recent innate
innate,abstract,typical,typical innate
innate,abstract,possible,possible innate
innate,abstract,alleged,alleged innate
innate,abstract,dubious,dubious innate
fascism,abstract,good,good fascism
fascism,abstract,recent,recent fascism
fascism,abstract,typical,typical fascism
fascism,abstract,possible,possible fascism
fascism,abstract,alleged,alleged fascism
fascism,abstract,dubious,dubious fascism
guilt,abstract,good,good guilt
guilt,abstract,recent,recent guilt
guilt,abstract,typical,typical guilt
guilt,abstract,possible,possible guilt
guilt,abstract,alleged,alleged guilt
guilt,abstract,dubious,dubious guilt
emotion,abstract,good,good emotion
emotion,abstract,recent,recent emotion
emotion,abstract,typical,typical emotion
emotion,abstract,possible,possible emotion
emotion,abstract,alleged,alleged emotion
emotion,abstract,dubious,dubious emotion
chance,abstract,good,good chance
chance,abstract,recent,recent chance
chance,abstract,typical,typical chance
chance,abstract,possible,possible chance
chance,abstract,alleged,alleged chance
chance,abstract,dubious,dubious chance
rogue,abstract,good,good rogue
rogue,abstract,recent,recent rogue
rogue,abstract,typical,typical rogue
rogue,abstract,possible,possible rogue
rogue,abstract,alleged,alleged rogue
rogue,abstract,dubious,dubious rogue
counsel,abstract,good,good counsel
counsel,abstract,recent,recent counsel
counsel,abstract,typical,typical counsel
counsel,abstract,possible,possible counsel
counsel,abstract,alleged,alleged counsel
counsel,abstract,dubious,dubious counsel
senile,abstract,good,good senile
senile,abstract,recent,recent senile
senile,abstract,typical,typical senile
senile,abstract,possible,possible senile
senile,abstract,alleged,alleged senile
senile,abstract,dubious,dubious senile
awe,abstract,good,good awe
awe,abstract,recent,recent awe
awe,abstract,typical,typical awe
awe,abstract,possible,possible awe
awe,abstract,alleged,alleged awe
awe,abstract,dubious,dubious awe
sleaze,abstract,good,good sleaze
sleaze,abstract,recent,recent sleaze
sleaze,abstract,typical,typical sleaze
sleaze,abstract,possible,possible sleaze
sleaze,abstract,alleged,alleged sleaze
sleaze,abstract,dubious,dubious sleaze
dynasty,abstract,good,good dynasty
dynasty,abstract,recent,recent dynasty
dynasty,abstract,typical,typical dynasty
dynasty,abstract,possible,possible dynasty
dynasty,abstract,alleged,alleged dynasty
dynasty,abstract,dubious,dubious dynasty
freedom,abstract,good,good freedom
freedom,abstract,recent,recent freedom
freedom,abstract,typical,typical freedom
freedom,abstract,possible,possible freedom
freedom,abstract,alleged,alleged freedom
freedom,abstract,dubious,dubious freedom
cause,abstract,good,good cause
cause,abstract,recent,recent cause
cause,abstract,typical,typical cause
cause,abstract,possible,possible cause
cause,abstract,alleged,alleged cause
cause,abstract,dubious,dubious cause
vibes,abstract,good,good vibes
vibes,abstract,recent,recent vibes
vibes,abstract,typical,typical vibes
vibes,abstract,possible,possible vibes
vibes,abstract,alleged,alleged vibes
vibes,abstract,dubious,dubious vibes
harmony,abstract,good,good harmony
harmony,abstract,recent,recent harmony
harmony,abstract,typical,typical harmony
harmony,abstract,possible,possible harmony
harmony,abstract,alleged,alleged harmony
harmony,abstract,dubious,dubious harmony
twerp,abstract,good,good twerp
twerp,abstract,recent,recent twerp
twerp,abstract,typical,typical twerp
twerp,abstract,possible,possible twerp
twerp,abstract,alleged,alleged twerp
twerp,abstract,dubious,dubious twerp
shame,abstract,good,good shame
shame,abstract,recent,recent shame
shame,abstract,typical,typical shame
shame,abstract,possible,possible shame
shame,abstract,alleged,alleged shame
shame,abstract,dubious,dubious shame
dreamer,abstract,good,good dreamer
dreamer,abstract,recent,recent dreamer
dreamer,abstract,typical,typical dreamer
dreamer,abstract,possible,possible dreamer
dreamer,abstract,alleged,alleged dreamer
dreamer,abstract,dubious,dubious dreamer
rarity,abstract,good,good rarity
rarity,abstract,recent,recent rarity
rarity,abstract,typical,typical rarity
rarity,abstract,possible,possible rarity
rarity,abstract,alleged,alleged rarity
rarity,abstract,dubious,dubious rarity
fun,abstract,good,good fun
fun,abstract,recent,recent fun
fun,abstract,typical,typical fun
fun,abstract,possible,possible fun
fun,abstract,alleged,alleged fun
fun,abstract,dubious,dubious fun
option,abstract,good,good option
option,abstract,recent,recent option
option,abstract,typical,typical option
option,abstract,possible,possible option
option,abstract,alleged,alleged option
option,abstract,dubious,dubious option
undoing,abstract,good,good undoing
undoing,abstract,recent,recent undoing
undoing,abstract,typical,typical undoing
undoing,abstract,possible,possible undoing
undoing,abstract,alleged,alleged undoing
undoing,abstract,dubious,dubious undoing
faith,abstract,good,good faith
faith,abstract,recent,recent faith
faith,abstract,typical,typical faith
faith,abstract,possible,possible faith
faith,abstract,alleged,alleged faith
faith,abstract,dubious,dubious faith
taker,abstract,good,good taker
taker,abstract,recent,recent taker
taker,abstract,typical,typical taker
taker,abstract,possible,possible taker
taker,abstract,alleged,alleged taker
taker,abstract,dubious,dubious taker
whimsy,abstract,good,good whimsy
whimsy,abstract,recent,recent whimsy
whimsy,abstract,typical,typical whimsy
whimsy,abstract,possible,possible whimsy
whimsy,abstract,alleged,alleged whimsy
whimsy,abstract,dubious,dubious whimsy
jargon,abstract,good,good jargon
jargon,abstract,recent,recent jargon
jargon,abstract,typical,typical jargon
jargon,abstract,possible,possible jargon
jargon,abstract,alleged,alleged jargon
jargon,abstract,dubious,dubious jargon
flair,abstract,good,good flair
flair,abstract,recent,recent flair
flair,abstract,typical,typical flair
flair,abstract,possible,possible flair
flair,abstract,alleged,alleged flair
flair,abstract,dubious,dubious flair
peace,abstract,good,good peace
peace,abstract,recent,recent peace
peace,abstract,typical,typical peace
peace,abstract,possible,possible peace
peace,abstract,alleged,alleged peace
peace,abstract,dubious,dubious peace
hunch,abstract,good,good hunch
hunch,abstract,recent,recent hunch
hunch,abstract,typical,typical hunch
hunch,abstract,possible,possible hunch
hunch,abstract,alleged,alleged hunch
hunch,abstract,dubious,dubious hunch
ordeal,abstract,good,good ordeal
ordeal,abstract,recent,recent ordeal
ordeal,abstract,typical,typical ordeal
ordeal,abstract,possible,possible ordeal
ordeal,abstract,alleged,alleged ordeal
ordeal,abstract,dubious,dubious ordeal
talent,abstract,good,good talent
talent,abstract,recent,recent talent
talent,abstract,typical,typical talent
talent,abstract,possible,possible talent
talent,abstract,alleged,alleged talent
talent,abstract,dubious,dubious talent
kudos,abstract,good,good kudos
kudos,abstract,recent,recent kudos
kudos,abstract,typical,typical kudos
kudos,abstract,possible,possible kudos
kudos,abstract,alleged,alleged kudos
kudos,abstract,dubious,dubious kudos
act,abstract,good,good act
act,abstract,recent,recent act
act,abstract,typical,typical act
act,abstract,possible,possible act
act,abstract,alleged,alleged act
act,abstract,dubious,dubious act
plea,abstract,good,good plea
plea,abstract,recent,recent plea
plea,abstract,typical,typical plea
plea,abstract,possible,possible plea
plea,abstract,alleged,alleged plea
plea,abstract,dubious,dubious plea
success,abstract,good,good success
success,abstract,recent,recent success
success,abstract,typical,typical success
success,abstract,possible,possible success
success,abstract,alleged,alleged success
success,abstract,dubious,dubious success
poise,abstract,good,good poise
poise,abstract,recent,recent poise
poise,abstract,typical,typical poise
poise,abstract,possible,possible poise
poise,abstract,alleged,alleged poise
poise,abstract,dubious,dubious poise
nobody,abstract,good,good nobody
nobody,abstract,recent,recent nobody
nobody,abstract,typical,typical nobody
